sequence_id,event,cluster_name,old_label,new_label,action,source_file,output_file,reason
56727984_tc_5_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tc_6_grasp_0_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
56727984_tc_9_grasp_6_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
56727984_tsb_12_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
56727984_tsb_1_grasp_13_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tsb_3_grasp_18_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tsb_4_grasp_21_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tsb_5_grasp_22_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tsb_7_grasp_11_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/56727984_tsb_7_grasp_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/56727984_tsb_7_grasp_11_1.jsonl,ok
56727984_tsb_8_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
56727984_tsb_9_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_car_1_grasp_4_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_car_2_grasp_3_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_car_3_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_car_5_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_house_3_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_house_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_sc_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_sc_3_grasp_11_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/57836695_sc_3_grasp_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/57836695_sc_3_grasp_11_1.jsonl,ok
57836695_sc_4_grasp_10_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_sc_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_sc_7_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_sc_8_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_tb_1_grasp_7_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_tb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
57836695_tb_6_grasp_5_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/57836695_tb_6_grasp_5_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/57836695_tb_6_grasp_5_1.jsonl,ok
57836695_tc_9_grasp_6_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_tsb_3_grasp_18_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_tsb_4_grasp_21_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
57836695_tsb_7_grasp_11_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_car_1_grasp_4_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_car_2_grasp_3_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_car_3_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_car_4_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_car_5_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_car_6_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_house_1_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_house_2_grasp_9_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_house_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_house_5_grasp_22_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_house_9_grasp_20_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_sc_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_sc_3_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_sc_4_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_sc_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_sc_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_sc_8_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tb_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tb_3_grasp_18_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/58905878_tb_3_grasp_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/58905878_tb_3_grasp_18_1.jsonl,ok
58905878_tb_4_grasp_19_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tb_5_grasp_20_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tb_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tb_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tc_1_grasp_12_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tc_4_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tc_5_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tc_6_grasp_0_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tc_7_grasp_8_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/58905878_tc_7_grasp_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/58905878_tc_7_grasp_8_1.jsonl,ok
58905878_tsb_10_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_12_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_1_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_5_grasp_22_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/58905878_tsb_5_grasp_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/58905878_tsb_5_grasp_22_1.jsonl,ok
58905878_tsb_6_grasp_19_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
58905878_tsb_7_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
58905878_tsb_8_grasp_8_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/58905878_tsb_8_grasp_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/58905878_tsb_8_grasp_8_1.jsonl,ok
58905878_tsb_9_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_car_1_grasp_4_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_car_2_grasp_3_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_car_3_grasp_2_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59704756_car_3_grasp_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59704756_car_3_grasp_2_1.jsonl,ok
59704756_car_5_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_car_6_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_1_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_3_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_2_grasp_6_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_3_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_4_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_5_grasp_9_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_sc_6_grasp_5_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59704756_sc_6_grasp_5_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59704756_sc_6_grasp_5_1.jsonl,ok
59704756_sc_7_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_sc_8_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_sc_9_grasp_0_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tb_3_grasp_18_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59704756_tb_3_grasp_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59704756_tb_3_grasp_18_1.jsonl,ok
59704756_tb_6_grasp_5_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tb_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_tc_2_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tc_3_grasp_14_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tc_4_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tc_5_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tc_7_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tc_8_grasp_7_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59704756_tc_8_grasp_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59704756_tc_8_grasp_7_1.jsonl,ok
59704756_tc_9_grasp_6_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_tsb_11_grasp_0_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_tsb_12_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tsb_3_grasp_18_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59704756_tsb_3_grasp_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59704756_tsb_3_grasp_18_1.jsonl,ok
59704756_tsb_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tsb_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tsb_6_grasp_19_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tsb_7_grasp_11_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59704756_tsb_8_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59704756_tsb_9_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_car_1_grasp_4_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_car_3_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_car_5_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_house_4_grasp_21_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_sc_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_sc_3_grasp_11_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_sc_5_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_sc_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_sc_8_grasp_1_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59755226_sc_8_grasp_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59755226_sc_8_grasp_1_1.jsonl,ok
59755226_tb_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tb_4_grasp_19_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tb_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_tc_1_grasp_12_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tc_2_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tc_5_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_tc_6_grasp_0_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tc_7_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_tsb_10_grasp_1_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/59755226_tsb_10_grasp_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/59755226_tsb_10_grasp_1_1.jsonl,ok
59755226_tsb_12_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tsb_2_grasp_14_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tsb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tsb_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tsb_6_grasp_19_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
59755226_tsb_7_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
59755226_tsb_9_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_car_3_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_car_5_grasp_8_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/6184491_car_5_grasp_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/6184491_car_5_grasp_8_1.jsonl,ok
6184491_car_6_grasp_7_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/6184491_car_6_grasp_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/6184491_car_6_grasp_7_1.jsonl,ok
6184491_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_house_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_house_5_grasp_22_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_house_6_grasp_23_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_house_8_grasp_19_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_sc_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_sc_3_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_sc_4_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_sc_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_sc_8_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_sc_9_grasp_0_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_tc_1_grasp_12_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tc_2_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_tc_4_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tc_5_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tc_7_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_12_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
6184491_tsb_1_grasp_13_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_3_grasp_18_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_4_grasp_21_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_5_grasp_22_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_6_grasp_19_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_7_grasp_11_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
6184491_tsb_9_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_car_6_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_sc_1_grasp_7_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_sc_3_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_sc_5_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_sc_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_sc_8_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tc_1_grasp_12_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tc_2_grasp_13_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tc_3_grasp_14_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_tc_4_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tc_7_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tsb_11_grasp_0_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tsb_12_grasp_10_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tsb_1_grasp_13_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tsb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_tsb_4_grasp_21_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/62434514_tsb_4_grasp_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/62434514_tsb_4_grasp_21_1.jsonl,ok
62434514_tsb_7_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
62434514_tsb_8_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
62434514_tsb_9_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_car_1_grasp_4_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_car_5_grasp_8_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_car_6_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_house_1_grasp_10_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_house_3_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_house_4_grasp_21_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63210075_house_4_grasp_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63210075_house_4_grasp_21_1.jsonl,ok
63210075_house_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_2_grasp_6_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_3_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_5_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_7_grasp_2_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_8_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_sc_9_grasp_0_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_tb_1_grasp_7_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tb_5_grasp_20_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_tb_6_grasp_5_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tc_1_grasp_12_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tc_2_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tc_3_grasp_14_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tc_8_grasp_7_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_tsb_10_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_11_grasp_0_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_tsb_12_grasp_10_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63210075_tsb_1_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_2_grasp_14_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_3_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_4_grasp_21_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63210075_tsb_4_grasp_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63210075_tsb_4_grasp_21_1.jsonl,ok
63210075_tsb_5_grasp_22_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_6_grasp_19_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_7_grasp_11_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63210075_tsb_9_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_car_2_grasp_3_0,grasp,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_car_2_grasp_3_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_car_2_grasp_3_0.jsonl,ok
63407394_car_3_grasp_2_0,grasp,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_car_3_grasp_2_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_car_3_grasp_2_0.jsonl,ok
63407394_car_4_grasp_1_0,grasp,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_car_4_grasp_1_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_car_4_grasp_1_0.jsonl,ok
63407394_car_5_grasp_8_0,grasp,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_car_5_grasp_8_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_car_5_grasp_8_0.jsonl,ok
63407394_car_6_grasp_7_0,grasp,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_car_6_grasp_7_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_car_6_grasp_7_0.jsonl,ok
63407394_house_1_grasp_10_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_2_grasp_9_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_3_grasp_8_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_4_grasp_21_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_5_grasp_22_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_house_6_grasp_23_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_7_grasp_18_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_house_8_grasp_19_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_sc_1_grasp_7_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_sc_2_grasp_6_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_sc_3_grasp_11_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_sc_3_grasp_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_sc_3_grasp_11_1.jsonl,ok
63407394_sc_6_grasp_5_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_sc_7_grasp_2_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_sc_8_grasp_1_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_tb_1_grasp_7_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_tb_1_grasp_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_tb_1_grasp_7_1.jsonl,ok
63407394_tb_3_grasp_18_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_tb_5_grasp_20_1,grasp,Wandering,1,2,discarded,,,discard_label_not_copied
63407394_tc_1_grasp_12_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_tc_2_grasp_13_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_tc_4_grasp_2_1,grasp,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/63407394_tc_4_grasp_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/grasp/63407394_tc_4_grasp_2_1.jsonl,ok
63407394_tc_5_grasp_1_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
63407394_tc_6_grasp_0_1,grasp,Searching,1,3,discarded,,,discard_label_not_copied
